"period","cell_id","record_count","richness"
"1890-2024",1716,9,6
"1890-2024",1717,1,1
"1890-2024",1718,4,3
"1890-2024",1719,2,1
"1890-2024",1720,233,76
"1890-2024",1721,91,37
"1890-2024",1722,23,8
"1890-2024",1723,1,1
"1890-2024",1728,8,8
"1890-2024",1729,7,5
"1890-2024",1730,1,1
"1890-2024",1731,1,1
"1890-2024",1755,1,1
"1890-2024",1766,1,1
"1890-2024",1767,9,6
"1890-2024",1768,59,31
"1890-2024",1769,213,74
"1890-2024",1770,44,31
"1890-2024",1771,22,11
"1890-2024",1772,8,5
"1890-2024",1773,3,2
"1890-2024",1774,1,1
"1890-2024",1775,130,50
"1890-2024",1776,57,36
"1890-2024",1778,2,2
"1890-2024",1783,130,44
"1890-2024",1784,45,31
"1890-2024",1785,17,10
"1890-2024",1823,1,1
"1890-2024",1825,58,41
"1890-2024",1826,240,129
"1890-2024",1827,144,72
"1890-2024",1828,35,23
"1890-2024",1829,19,9
"1890-2024",1830,26,19
"1890-2024",1831,51,30
"1890-2024",1832,118,47
"1890-2024",1833,1,1
"1890-2024",1836,2,2
"1890-2024",1840,10,7
"1890-2024",1841,16,13
"1890-2024",1873,2,1
"1890-2024",1879,3,2
"1890-2024",1880,3,3
"1890-2024",1881,90,51
"1890-2024",1882,147,76
"1890-2024",1883,154,65
"1890-2024",1884,370,110
"1890-2024",1885,25,19
"1890-2024",1886,35,23
"1890-2024",1887,12,7
"1890-2024",1888,4,2
"1890-2024",1890,2,2
"1890-2024",1891,4,3
"1890-2024",1896,7,7
"1890-2024",1897,8,5
"1890-2024",1898,2,2
"1890-2024",1899,3,3
"1890-2024",1932,1,1
"1890-2024",1934,1,1
"1890-2024",1935,17,11
"1890-2024",1936,136,67
"1890-2024",1937,275,90
"1890-2024",1938,244,84
"1890-2024",1939,49,25
"1890-2024",1940,77,36
"1890-2024",1941,29,21
"1890-2024",1942,2,2
"1890-2024",1943,5,4
"1890-2024",1944,2,1
"1890-2024",1945,5,3
"1890-2024",1949,2,2
"1890-2024",1950,4,3
"1890-2024",1951,5,5
"1890-2024",1952,1,1
"1890-2024",1953,47,33
"1890-2024",1954,35,22
"1890-2024",1955,74,30
"1890-2024",1988,3,3
"1890-2024",1989,1,1
"1890-2024",1990,1,1
"1890-2024",1991,125,48
"1890-2024",1992,91,46
"1890-2024",1993,178,91
"1890-2024",1994,72,39
"1890-2024",1995,50,24
"1890-2024",1996,67,32
"1890-2024",1997,68,39
"1890-2024",1998,13,13
"1890-2024",1999,2,2
"1890-2024",2000,11,5
"1890-2024",2001,3,2
"1890-2024",2002,2,1
"1890-2024",2003,25,18
"1890-2024",2004,15,9
"1890-2024",2005,2,2
"1890-2024",2006,11,8
"1890-2024",2012,1,1
"1890-2024",2040,1,1
"1890-2024",2044,5,4
"1890-2024",2045,1,1
"1890-2024",2046,10,6
"1890-2024",2047,294,88
"1890-2024",2048,848,150
"1890-2024",2049,666,138
"1890-2024",2050,102,58
"1890-2024",2051,202,94
"1890-2024",2052,65,37
"1890-2024",2053,9,8
"1890-2024",2054,3,2
"1890-2024",2055,2,1
"1890-2024",2056,24,15
"1890-2024",2057,1,1
"1890-2024",2059,2,2
"1890-2024",2062,2,1
"1890-2024",2093,1,1
"1890-2024",2102,197,72
"1890-2024",2103,803,160
"1890-2024",2104,502,165
"1890-2024",2105,679,190
"1890-2024",2106,194,103
"1890-2024",2107,146,57
"1890-2024",2108,30,22
"1890-2024",2109,6,5
"1890-2024",2110,2,1
"1890-2024",2111,4,2
"1890-2024",2112,2,2
"1890-2024",2114,4,2
"1890-2024",2115,4,3
"1890-2024",2125,2,1
"1890-2024",2157,2,2
"1890-2024",2158,516,115
"1890-2024",2159,539,119
"1890-2024",2160,302,116
"1890-2024",2161,195,80
"1890-2024",2162,120,61
"1890-2024",2163,33,21
"1890-2024",2164,3,3
"1890-2024",2165,10,8
"1890-2024",2169,1,1
"1890-2024",2178,1,1
"1890-2024",2207,2,2
"1890-2024",2213,1,1
"1890-2024",2214,1,1
"1890-2024",2215,69,39
"1890-2024",2216,258,91
"1890-2024",2217,236,57
"1890-2024",2218,39,24
"1890-2024",2219,10,6
"1890-2024",2220,2,2
"1890-2024",2221,9,7
"1890-2024",2223,2,1
"1890-2024",2224,2,1
"1890-2024",2225,1,1
"1890-2024",2227,1,1
"1890-2024",2229,5,5
"1890-2024",2265,3,2
"1890-2024",2267,1,1
"1890-2024",2271,12,8
"1890-2024",2272,1185,121
"1890-2024",2273,126,34
"1890-2024",2274,444,66
"1890-2024",2275,140,46
"1890-2024",2276,23,14
"1890-2024",2277,1,1
"1890-2024",2278,41,11
"1890-2024",2279,2,1
"1890-2024",2280,1,1
"1890-2024",2293,5,5
"1890-2024",2321,3,3
"1890-2024",2326,2,1
"1890-2024",2327,16,10
"1890-2024",2328,122,52
"1890-2024",2329,38,25
"1890-2024",2330,243,56
"1890-2024",2331,7,7
"1890-2024",2332,4,4
"1890-2024",2333,2,2
"1890-2024",2334,7,6
"1890-2024",2335,2,2
"1890-2024",2336,2,1
"1890-2024",2338,4,2
"1890-2024",2381,9,5
"1890-2024",2382,30,20
"1890-2024",2383,5,4
"1890-2024",2385,1,1
"1890-2024",2386,3,2
"1890-2024",2387,31,20
"1890-2024",2388,3,3
"1890-2024",2389,33,24
"1890-2024",2390,1,1
"1890-2024",2392,12,8
"1890-2024",2393,1,1
"1890-2024",2405,1,1
"1890-2024",2406,1,1
"1890-2024",2407,21,14
"1890-2024",2435,1,1
"1890-2024",2436,312,55
"1890-2024",2437,203,56
"1890-2024",2438,26,10
"1890-2024",2439,36,16
"1890-2024",2440,1,1
"1890-2024",2441,2,2
"1890-2024",2443,4,2
"1890-2024",2444,6,6
"1890-2024",2445,97,45
"1890-2024",2446,9,6
"1890-2024",2448,2,2
"1890-2024",2450,1,1
"1890-2024",2452,1,1
"1890-2024",2461,1,1
"1890-2024",2462,3,3
"1890-2024",2463,17,12
"1890-2024",2486,1,1
"1890-2024",2492,53,27
"1890-2024",2493,3,3
"1890-2024",2494,1,1
"1890-2024",2495,1,1
"1890-2024",2497,9,7
"1890-2024",2498,2,2
"1890-2024",2499,4,2
"1890-2024",2500,3,3
"1890-2024",2501,25,17
"1890-2024",2502,9,7
"1890-2024",2505,1,1
"1890-2024",2506,1,1
"1890-2024",2524,2,2
"1890-2024",2525,4,4
"1890-2024",2548,12,7
"1890-2024",2549,36,29
"1890-2024",2550,5,2
"1890-2024",2551,2,2
"1890-2024",2552,1,1
"1890-2024",2553,1,1
"1890-2024",2555,4,3
"1890-2024",2556,3,3
"1890-2024",2557,1,1
"1890-2024",2560,3,3
"1890-2024",2563,1,1
"1890-2024",2573,1,1
"1890-2024",2581,6,6
"1890-2024",2587,4,4
"1890-2024",2596,1,1
"1890-2024",2604,48,30
"1890-2024",2605,12,8
"1890-2024",2606,2,2
"1890-2024",2607,1,1
"1890-2024",2608,1,1
"1890-2024",2609,7,7
"1890-2024",2612,1,1
"1890-2024",2614,1,1
"1890-2024",2615,1,1
"1890-2024",2619,3,3
"1890-2024",2660,13,9
"1890-2024",2661,1,1
"1890-2024",2664,1,1
"1890-2024",2665,1,1
"1890-2024",2666,1,1
"1890-2024",2669,1,1
"1890-2024",2672,1,1
"1890-2024",2673,1,1
"1890-2024",2694,27,22
"1890-2024",2706,1,1
"1890-2024",2713,2,2
"1890-2024",2715,6,5
"1890-2024",2716,10,10
"1890-2024",2719,1,1
"1890-2024",2721,1,1
"1890-2024",2724,2,1
"1890-2024",2725,2,1
"1890-2024",2731,1,1
"1890-2024",2752,1,1
"1890-2024",2763,1,1
"1890-2024",2771,19,12
"1890-2024",2772,19,18
"1890-2024",2775,2,1
"1890-2024",2778,3,2
"1890-2024",2779,1,1
"1890-2024",2780,2,1
"1890-2024",2781,4,2
"1890-2024",2801,1,1
"1890-2024",2820,61,45
"1890-2024",2821,8,8
"1890-2024",2826,1,1
"1890-2024",2827,84,50
"1890-2024",2828,17,11
"1890-2024",2829,6,3
"1890-2024",2831,4,2
"1890-2024",2857,6,6
"1890-2024",2868,1,1
"1890-2024",2876,1,1
"1890-2024",2878,2,1
"1890-2024",2882,3,2
"1890-2024",2883,59,31
"1890-2024",2888,8,4
"1890-2024",2912,4,4
"1890-2024",2919,2,2
"1890-2024",2920,1,1
"1890-2024",2928,2,1
"1890-2024",2939,10,7
"1890-2024",2944,1,1
"1890-2024",2982,1,1
"1890-2024",2992,2,2
"1890-2024",2994,380,90
"1890-2024",2995,7,4
"1890-2024",2999,2,1
"1890-2024",3002,1,1
"1890-2024",3026,1,1
"1890-2024",3029,1,1
"1890-2024",3031,2,2
"1890-2024",3037,1,1
"1890-2024",3045,1,1
"1890-2024",3046,1,1
"1890-2024",3047,1,1
"1890-2024",3049,2,1
"1890-2024",3050,344,93
"1890-2024",3051,1,1
"1890-2024",3053,1,1
"1890-2024",3055,1,1
"1890-2024",3080,1,1
"1890-2024",3101,18,16
"1890-2024",3103,1,1
"1890-2024",3105,5,5
"1890-2024",3106,52,22
"1890-2024",3108,5,4
"1890-2024",3111,3,2
"1890-2024",3138,1,1
"1890-2024",3140,1,1
"1890-2024",3144,1,1
"1890-2024",3145,1,1
"1890-2024",3151,3,2
"1890-2024",3153,2,2
"1890-2024",3154,2,1
"1890-2024",3157,21,16
"1890-2024",3158,5,3
"1890-2024",3161,17,12
"1890-2024",3162,29,11
"1890-2024",3163,1,1
"1890-2024",3164,3,2
"1890-2024",3165,1,1
"1890-2024",3192,14,14
"1890-2024",3193,19,11
"1890-2024",3198,1,1
"1890-2024",3200,2,2
"1890-2024",3209,1,1
"1890-2024",3210,2,2
"1890-2024",3211,1,1
"1890-2024",3213,14,11
"1890-2024",3214,2,1
"1890-2024",3217,18,9
"1890-2024",3218,41,17
"1890-2024",3219,55,28
"1890-2024",3220,27,12
"1890-2024",3221,2,1
"1890-2024",3248,23,13
"1890-2024",3249,1,1
"1890-2024",3253,1,1
"1890-2024",3255,2,2
"1890-2024",3256,71,35
"1890-2024",3257,1,1
"1890-2024",3258,1,1
"1890-2024",3262,4,3
"1890-2024",3263,7,7
"1890-2024",3268,1,1
"1890-2024",3269,17,11
"1890-2024",3270,2,1
"1890-2024",3273,11,10
"1890-2024",3274,4,2
"1890-2024",3276,48,21
"1890-2024",3277,18,10
"1890-2024",3304,8,6
"1890-2024",3307,3,2
"1890-2024",3309,15,7
"1890-2024",3310,1,1
"1890-2024",3311,7,6
"1890-2024",3312,2,2
"1890-2024",3317,1,1
"1890-2024",3318,8,8
"1890-2024",3319,13,11
"1890-2024",3321,14,8
"1890-2024",3322,1,1
"1890-2024",3323,1,1
"1890-2024",3324,1,1
"1890-2024",3326,6,4
"1890-2024",3329,60,29
"1890-2024",3330,3,3
"1890-2024",3331,1,1
"1890-2024",3333,15,8
"1890-2024",3361,56,26
"1890-2024",3362,20,11
"1890-2024",3363,10,9
"1890-2024",3364,13,7
"1890-2024",3365,2,2
"1890-2024",3367,2,2
"1890-2024",3373,9,6
"1890-2024",3374,11,8
"1890-2024",3375,1,1
"1890-2024",3379,6,3
"1890-2024",3382,1,1
"1890-2024",3384,1,1
"1890-2024",3385,21,13
"1890-2024",3386,10,5
"1890-2024",3387,2,2
"1890-2024",3388,9,6
"1890-2024",3389,13,8
"1890-2024",3417,3,2
"1890-2024",3418,64,42
"1890-2024",3419,20,13
"1890-2024",3421,3,2
"1890-2024",3423,1,1
"1890-2024",3424,5,3
"1890-2024",3425,5,4
"1890-2024",3427,1,1
"1890-2024",3428,8,7
"1890-2024",3429,8,7
"1890-2024",3430,7,6
"1890-2024",3432,11,8
"1890-2024",3434,2,1
"1890-2024",3435,16,7
"1890-2024",3436,1,1
"1890-2024",3437,1,1
"1890-2024",3438,1,1
"1890-2024",3440,1,1
"1890-2024",3441,41,24
"1890-2024",3442,48,15
"1890-2024",3443,37,19
"1890-2024",3444,43,19
"1890-2024",3445,99,34
"1890-2024",3446,2,2
"1890-2024",3475,8,8
"1890-2024",3479,2,1
"1890-2024",3480,1,1
"1890-2024",3484,10,8
"1890-2024",3485,17,9
"1890-2024",3486,1,1
"1890-2024",3487,4,3
"1890-2024",3488,19,13
"1890-2024",3490,14,7
"1890-2024",3491,12,7
"1890-2024",3492,11,9
"1890-2024",3494,3,2
"1890-2024",3497,1,1
"1890-2024",3498,80,38
"1890-2024",3499,60,26
"1890-2024",3500,12,7
"1890-2024",3501,15,9
"1890-2024",3502,10,4
"1890-2024",3531,5,4
"1890-2024",3532,16,14
"1890-2024",3533,9,3
"1890-2024",3535,3,2
"1890-2024",3540,16,14
"1890-2024",3541,15,13
"1890-2024",3542,10,7
"1890-2024",3543,19,12
"1890-2024",3544,3,2
"1890-2024",3546,1,1
"1890-2024",3547,28,13
"1890-2024",3548,6,2
"1890-2024",3550,2,1
"1890-2024",3552,2,1
"1890-2024",3553,3,2
"1890-2024",3554,80,49
"1890-2024",3555,131,55
"1890-2024",3556,33,22
"1890-2024",3557,5,4
"1890-2024",3558,3,2
"1890-2024",3587,5,3
"1890-2024",3588,27,20
"1890-2024",3589,33,19
"1890-2024",3591,2,1
"1890-2024",3592,1,1
"1890-2024",3596,15,11
"1890-2024",3597,89,41
"1890-2024",3598,2,1
"1890-2024",3599,2,2
"1890-2024",3600,3,3
"1890-2024",3602,88,6
"1890-2024",3603,13,11
"1890-2024",3604,89,27
"1890-2024",3605,8,7
"1890-2024",3606,4,3
"1890-2024",3607,3,2
"1890-2024",3609,2,2
"1890-2024",3610,107,70
"1890-2024",3611,15,14
"1890-2024",3612,21,11
"1890-2024",3613,45,24
"1890-2024",3614,6,5
"1890-2024",3644,17,9
"1890-2024",3645,8,5
"1890-2024",3648,8,5
"1890-2024",3649,129,57
"1890-2024",3650,2,2
"1890-2024",3652,25,17
"1890-2024",3653,17,12
"1890-2024",3655,1,1
"1890-2024",3657,1,1
"1890-2024",3658,59,10
"1890-2024",3659,275,27
"1890-2024",3660,49,29
"1890-2024",3662,9,6
"1890-2024",3663,1,1
"1890-2024",3664,2,1
"1890-2024",3666,69,36
"1890-2024",3667,28,13
"1890-2024",3668,3,3
"1890-2024",3669,9,8
"1890-2024",3670,9,5
"1890-2024",3701,7,5
"1890-2024",3702,1,1
"1890-2024",3703,1,1
"1890-2024",3704,13,7
"1890-2024",3705,84,56
"1890-2024",3707,9,8
"1890-2024",3708,37,26
"1890-2024",3713,43,22
"1890-2024",3714,3,3
"1890-2024",3715,130,49
"1890-2024",3716,1,1
"1890-2024",3718,4,3
"1890-2024",3719,2,1
"1890-2024",3721,1,1
"1890-2024",3722,25,14
"1890-2024",3723,35,12
"1890-2024",3724,57,20
"1890-2024",3725,18,8
"1890-2024",3727,1,1
"1890-2024",3757,22,12
"1890-2024",3758,35,18
"1890-2024",3759,33,15
"1890-2024",3760,7,5
"1890-2024",3761,133,53
"1890-2024",3762,2,1
"1890-2024",3763,50,28
"1890-2024",3764,2,1
"1890-2024",3765,3,2
"1890-2024",3767,1,1
"1890-2024",3768,1,1
"1890-2024",3769,29,16
"1890-2024",3773,1,1
"1890-2024",3774,1,1
"1890-2024",3775,2,2
"1890-2024",3778,18,8
"1890-2024",3780,94,29
"1890-2024",3814,9,8
"1890-2024",3815,67,35
"1890-2024",3816,129,42
"1890-2024",3817,8,3
"1890-2024",3818,3,2
"1890-2024",3824,3,2
"1890-2024",3825,1,1
"1890-2024",3827,2,2
"1890-2024",3828,3,3
"1890-2024",3829,1,1
"1890-2024",3831,8,6
"1890-2024",3832,44,26
"1890-2024",3834,3,2
"1890-2024",3835,7,4
"1890-2024",3836,33,18
"1890-2024",3869,3,3
"1890-2024",3870,39,32
"1890-2024",3871,41,25
"1890-2024",3872,43,25
"1890-2024",3874,136,42
"1890-2024",3879,2,2
"1890-2024",3880,76,26
"1890-2024",3881,12,8
"1890-2024",3882,10,6
"1890-2024",3883,11,7
"1890-2024",3884,18,10
"1890-2024",3885,36,24
"1890-2024",3886,2,1
"1890-2024",3889,4,3
"1890-2024",3890,3,2
"1890-2024",3891,4,2
"1890-2024",3892,150,44
"1890-2024",3893,182,48
"1890-2024",3925,36,23
"1890-2024",3926,98,64
"1890-2024",3927,161,79
"1890-2024",3928,2,1
"1890-2024",3929,565,71
"1890-2024",3930,1333,104
"1890-2024",3931,257,71
"1890-2024",3932,13,10
"1890-2024",3935,3,1
"1890-2024",3936,117,25
"1890-2024",3937,59,25
"1890-2024",3938,9,5
"1890-2024",3939,18,6
"1890-2024",3940,15,14
"1890-2024",3941,22,18
"1890-2024",3946,15,12
"1890-2024",3947,6,4
"1890-2024",3948,1855,145
"1890-2024",3949,111,46
"1890-2024",3950,16,16
"1890-2024",3980,6,6
"1890-2024",3981,32,21
"1890-2024",3982,83,41
"1890-2024",3983,113,60
"1890-2024",3984,53,28
"1890-2024",3985,522,84
"1890-2024",3986,975,90
"1890-2024",3987,314,76
"1890-2024",3988,51,25
"1890-2024",3989,1,1
"1890-2024",3990,1,1
"1890-2024",3992,3,3
"1890-2024",3993,475,115
"1890-2024",3994,360,69
"1890-2024",3995,38,18
"1890-2024",3996,170,69
"1890-2024",3997,1,1
"1890-2024",3998,3,2
"1890-2024",3999,2,2
"1890-2024",4001,36,16
"1890-2024",4002,3,3
"1890-2024",4003,47,22
"1890-2024",4004,3823,175
"1890-2024",4005,1408,160
"1890-2024",4006,57,30
"1890-2024",4035,3,3
"1890-2024",4036,26,19
"1890-2024",4037,33,19
"1890-2024",4038,88,48
"1890-2024",4039,56,18
"1890-2024",4040,1040,102
"1890-2024",4042,2,1
"1890-2024",4043,6,3
"1890-2024",4046,18,8
"1890-2024",4047,12,8
"1890-2024",4048,47,22
"1890-2024",4049,105,45
"1890-2024",4050,797,138
"1890-2024",4051,338,119
"1890-2024",4052,70,34
"1890-2024",4053,9,6
"1890-2024",4054,3,3
"1890-2024",4055,4,4
"1890-2024",4056,15,11
"1890-2024",4057,37,28
"1890-2024",4058,87,29
"1890-2024",4059,73,32
"1890-2024",4060,73,34
"1890-2024",4061,34,21
"1890-2024",4062,31,19
"1890-2024",4099,10,7
"1890-2024",4101,18,13
"1890-2024",4102,59,27
"1890-2024",4103,89,26
"1890-2024",4104,22,12
"1890-2024",4105,48,26
"1890-2024",4106,193,63
"1890-2024",4107,969,192
"1890-2024",4108,328,90
"1890-2024",4109,10,9
"1890-2024",4110,97,42
"1890-2024",4111,429,118
"1890-2024",4112,197,83
"1890-2024",4113,136,47
"1890-2024",4114,174,56
"1890-2024",4115,5,3
"1890-2024",4116,2,2
"1890-2024",4117,435,89
"1890-2024",4118,359,84
"1890-2024",4151,1,1
"1890-2024",4153,2,2
"1890-2024",4154,39,33
"1890-2024",4155,1,1
"1890-2024",4156,76,44
"1890-2024",4157,99,50
"1890-2024",4158,19,11
"1890-2024",4159,14,10
"1890-2024",4160,38,21
"1890-2024",4161,72,36
"1890-2024",4162,247,44
"1890-2024",4163,100,43
"1890-2024",4164,1,1
"1890-2024",4165,1,1
"1890-2024",4166,864,140
"1890-2024",4167,241,117
"1890-2024",4168,372,129
"1890-2024",4169,159,45
"1890-2024",4170,31,19
"1890-2024",4171,3,2
"1890-2024",4172,6,4
"1890-2024",4173,87,38
"1890-2024",4174,91,26
"1890-2024",4210,46,31
"1890-2024",4213,207,89
"1890-2024",4214,59,34
"1890-2024",4215,25,17
"1890-2024",4216,11,7
"1890-2024",4218,2,1
"1890-2024",4219,29,19
"1890-2024",4221,2,2
"1890-2024",4222,2,1
"1890-2024",4223,220,100
"1890-2024",4224,530,133
"1890-2024",4225,231,100
"1890-2024",4226,246,74
"1890-2024",4227,16,12
"1890-2024",4228,1,1
"1890-2024",4229,22,11
"1890-2024",4266,2,2
"1890-2024",4268,27,16
"1890-2024",4269,78,46
"1890-2024",4270,52,30
"1890-2024",4271,97,57
"1890-2024",4274,18,15
"1890-2024",4275,366,81
"1890-2024",4279,12,11
"1890-2024",4280,75,52
"1890-2024",4281,84,45
"1890-2024",4282,176,50
"1890-2024",4324,430,124
"1890-2024",4325,124,66
"1890-2024",4326,128,60
"1890-2024",4327,13,8
"1890-2024",4328,13,7
"1890-2024",4329,121,50
"1890-2024",4330,53,33
"1890-2024",4333,31,19
"1890-2024",4334,1,1
"1890-2024",4335,3,2
"1890-2024",4336,815,115
"1890-2024",4337,415,124
"1890-2024",4338,323,134
"1890-2024",4339,12,11
"1890-2024",4380,7,7
"1890-2024",4381,350,106
"1890-2024",4382,518,95
"1890-2024",4384,5,3
"1890-2024",4385,4,3
"1890-2024",4386,2,2
"1890-2024",4387,6,3
"1890-2024",4390,2,2
"1890-2024",4391,1,1
"1890-2024",4392,4163,198
"1890-2024",4393,955,115
"1890-2024",4441,4,3
